SID,Region,TGL,CO,Grid ,Dependancy,Sub Cities,NPS Sites,Corporate Client Site,Technology,Site Importance,Single City Region (RAN),Single City Region (Com),Site Category,Revenue Cat,OnAirDate,"New 
USF Sites",Sharing Status,Shared With,OMO Site ID,"Locked Site
Expire Date","DG Opertational Status
(696 Update)",Solar Sites,Li-Ion Sites,"Jan-25
(Fuel)","Feb-25
(Fuel)","Mar-25
(Fuel)","Apr-25
(Fuel)","May-25
(Fuel)","Jun-25
(Fuel)","Jul-25
(Fuel)","Aug-25
(Fuel)","Sep-25
(Fuel)","Oct-25
(Fuel)","Nov-25
(Fuel)","Dec-25
(Fuel)",Jan 25 TCH%,Feb 25 TCH%,Mar 25 TCH%,Apr 25 TCH%,May 25 TCH%,Jun 25 TCH%,Jul 25 TCH%,Aug 25 TCH%,Sep 25 TCH%,q1,q2,q3,Oct 25 TCH%,Nov 25 TCH%,Dec 25 TCH%,Jan 26 TCH%,Feb 26 TCH%,2026-01-20 00:00:00,2026-01-21 00:00:00,2026-01-22 00:00:00,2026-01-23 00:00:00,2026-01-24 00:00:00,2026-01-25 00:00:00,2026-01-26 00:00:00,2026-01-27 00:00:00,2026-01-28 00:00:00,2026-01-29 00:00:00,2026-01-30 00:00:00,2026-01-31 00:00:00,2026-02-01 00:00:00,2026-02-02 00:00:00,2026-02-03 00:00:00,2026-02-04 00:00:00,2026-02-05 00:00:00,2026-02-06 00:00:00,2026-02-07 00:00:00,2026-02-08 00:00:00,2026-02-09 00:00:00,2026-02-10 00:00:00
3956,South-2,Syed.Hamid,abdulsattar_s2,S2012,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2015-01-29,Non USF Sites,Not Shared,-,-,-,Yes,-,2021-12-10 00:00:00,0,660,700,830,1200,1400,1230,1130,700,720,780,780,65.0953964516129,71.02282202380951,82.9545230107527,81.20057555555557,79.52590967741935,79.05370633333334,72.99599505376347,77.91714365591397,81.7678841111111,73.02424716205836,79.92673052210276,77.56034094026285,92.52301569892474,98.53526577777777,90.67875516129033,94.72095989247315,98.18981000000001,85.42124666666666,98.89999999999999,98.69666666666667,94.32434,85.57705333333332,98.32333333333334,97.87333333333333,98.35666666666667,98.17333333333333,99.49666666666667,98.95,98.82666666666667,99.39999999999999,98.21666666666665,98.12666666666667,99.53415,98.24333333333334,99.50333333333333,92.02395000000001,98.35000000000001,99.31,99.19
60278,South-2,Syed.Hamid,abdulsattar_s2,S2007,0,Nawabshah,No,No,2G+3G+4G,BTS,-,-,Gold,PGS,2015-01-30,Non USF Sites,Not Shared,-,-,-,-,-,2023-04-19 00:00:00,0,0,0,200,230,0,0,0,0,0,0,0,83.91919010752687,84.67004928571427,85.1823698924731,83.01894988888886,84.5210439784946,82.22767622222221,86.08746559523809,84.28933942528737,84.02936955555556,84.59053642857141,83.25589002986855,84.802058192027,85.40075268817205,83.4286303333333,84.72611763440858,84.15433430107528,87.93999999999998,85.54,85.83,85.48,85.37666666666667,85.29666666666667,85.26666666666667,81.09773666666666,85.11999999999999,85.07333333333332,85.57,85.77333333333333,85.14333333333333,86.55666666666666,87.61666666666666,87.92666666666666,88.27333333333333,87.99333333333334,88.21333333333332,88.12333333333333,88.05,88.21999999999998,88.42666666666666
2666,South-1,aqib.rasheed,amjad_ali_c1,S1009,2,DHA,No,Yes,2G+3G+4G,Minor Hub,-,-,Platinum,PGS,2015-01-30,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,92.46375946236557,96.38766416666667,98.69004043010753,98.39641322222222,98.41234344086017,98.17898433333332,98.54409688172042,96.78172924731183,98.87344444444444,95.84715468637994,98.32924699880523,98.06642352449222,96.75010311827958,98.09028222222223,98.00844107526878,98.5014665591398,96.31016066666666,96.73386333333333,98.36276333333335,99.48,98.11666666666667,98.89333333333333,98.73,98.45666666666666,98.67666666666666,98.28000000000002,98.10666666666667,98.15666666666668,98.02805000000001,96.96789999999999,96.42113,96.31586333333333,97.81086666666666,97.00243,96.11180999999999,92.88320666666668,94.98103666666667,97.79928333333334,96.80808
60391,South-1,Aman.Siddiqui,Zuhair.Ali,S1008,0,Other Cities,No,No,2G,BTS,-,-,Strategic,PGS,2015-01-31,Non USF Sites,Not Shared,-,-,-,-,-,2024-05-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,98.53793129032258,100,99.69261903225807,100,99.99613032258064,100,99.98352285714284,97.33781967741935,99.99143033333333,99.41018344086022,99.99871010752689,99.10425762263183,99.33254903225806,99.907126,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
60382,South-1,aqib.rasheed,MuhammadTanveeruddin,S1001,0,Other Cities,No,No,2G,BTS,-,-,Strategic,PGS,2015-01-31,Non USF Sites,Not Shared,-,-,Permanent Ticket,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60078,South-1,Aman.Siddiqui,wajid_iqbal_c1,S1008,0,Other Cities,No,Yes,2G+3G+4G,BTS,-,-,Strategic,PGS,2015-01-31,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,93.66642419354838,96.992745,99.9938064516129,97.85424055555555,96.26285720430108,99.18542699999999,92.51564845238094,83.92026924731181,76.38505755555556,96.88432521505376,97.76750825328554,84.2736584184161,77.05879924731184,77.55784899999998,76.33836731182795,77.22271795698923,76.62205800000001,74.5835,77.49474333333333,77.55764,77.49790666666667,77.47696333333333,77.61525666666667,77.62644666666667,77.63082333333334,77.56598000000001,77.62065666666666,72.05751666666667,76.74542333333333,74.33013333333334,71.64648,77.70136000000001,77.29356666666666,77.52256666666666,77.60867666666667,77.44580666666667,77.54858666666667,77.48738,77.63602333333334
60522,South-3,syed.ehsanullah,amanu_s3,S3006,1,Quetta,No,No,3G+4G,Minor Hub,-,-,Gold,PGS,2017-05-31,Non USF Sites,Not Shared,-,-,-,-,-,2022-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,85.21967741935485,83.06857142857145,93.16586206896554,92.56400000000002,88.25661290322579,88.62733333333333,86.49568965517241,94.33758064516128,89.46966666666668,87.15137030563062,89.81598207885304,90.10097898900013,90.76145161290323,87.84266666666666,86.31483870967745,88.22290322580643,97.18350000000001,98.56,86.985,69.495,64.65,94.35499999999999,94.39500000000001,84.72,66.11500000000001,94.825,95.815,94.715,73.29,100,99.99,100,100,100,92.985,90.08500000000001,100,94.49000000000001,94.285
60161,South-4,Kashif.Arbani,asad.ali.pk_ieng,S4005,0,Warah_Rural,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2015-02-23,Non USF Sites,Not Shared,-,-,-,Yes,Yes,2024-10-15 00:00:00,800,800,800,800,800,900,900,900,900,900,810,560,54.607714838709704,72.44321107142858,77.14659774193548,72.36194855555556,74.36483849462367,71.15035800000001,70.5977758064516,87.83631752688173,95.71916755555552,68.06584121735791,72.6257150167264,84.71775362962961,94.7371998924731,89.89717933333333,86.47239483870966,83.60744774193549,94.224426,75.98013999999999,87.50166333333334,78.77741,74.05337,86.65101,67.98568333333333,82.11596,77.92500333333334,89.35316999999999,95.4472,73.84776000000001,96.07604666666667,91.25033666666666,94.57847333333332,97.29393,83.38989666666667,98.01666666666667,98.10000000000001,98.49995666666666,92.41246666666666,93.12458,95.57795333333333
60051,South-1,Aman.Siddiqui,omer.farooq,S1007,1,Highway,No,No,2G+3G+4G,Minor Hub,-,-,Silver,SB,2015-02-23,Non USF Sites,Not Shared,-,-,-,Yes,-,2024-05-31 00:00:00,0,0,0,0,0,0,0,0,0,720,2310,1800,99.22140666666667,98.18358297619048,96.5903940860215,86.26703555555557,87.72366978494624,99.0945561111111,98.42947107526881,75.76447548387097,67.92699544444444,97.99846124295955,91.02842048387096,80.7069806678614,70.85950193548388,94.45883000000002,91.74949096774192,90.48589397849463,45.642624999999995,90.32640666666667,87.42626666666666,89.98665333333334,83.66656666666667,93.92035333333332,93.59371666666665,94.59812666666666,87.91329333333333,95.08189,96.29,86.84373666666666,83.34646,57.147009999999995,61.415346666666665,50.597456666666666,46.003683333333335,41.08945333333333,48.82841666666667,45.661726666666674,32.919000000000004,29.99942,42.76473666666667
60019,South-3,syed.ehsanullah,basita_s3,S3003,0,Quetta,No,No,2G+3G+4G,BTS,-,-,Silver,SB,2015-02-24,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,84.75635784946236,93.59367583333336,97.38213833333336,95.85739661111113,92.40726655913977,86.2564838888889,87.33345862068964,83.64146145161291,92.89125944444442,91.91072400537637,91.50704901971328,87.95539317224899,97.74919924731184,97.86713600000002,95.50634924731183,96.49475118279571,98.98907566666668,100,97.69358,74.34368333333333,91.86636333333335,97.63589333333334,85.36484999999999,98.10666666666667,94.46976,97.50335666666666,97.73254333333334,97.77,100,100,100,99.995,99.36634000000001,100,97.89150000000001,98,98.65125,98.20333333333333,97.78333333333335
60336,South-1,aqib.rasheed,kamran_ali_c1,S1008,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2015-02-25,Non USF Sites,Shared as Host,Jazz,-,-,-,-,2024-12-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,95.1175235483871,96.82653821428572,99.99403333333333,96.63153022222222,98.76728333333332,98.49975833333333,98.06415166666667,87.19713774193548,89.3858311111111,97.31269836533538,97.96619062962962,91.54904017323776,96.09396731182794,94.94536155555554,96.8378712903226,93.44312860215055,77.40984366666666,96.95333333333333,97.42333333333333,96.78333333333335,96.56333333333333,97.62333333333333,97.23666666666666,97.21666666666665,96.30989,96.18106,96.67138,96.93666666666667,97.37666666666667,97.90222666666666,96.75999999999999,96.47107,96.58999999999999,96.96986333333332,52.290436666666665,0.10576333333333333,43.259076666666665,96.65333333333332,97.09666666666668
60054,South-1,aqib.rasheed,kamran_ali_c1,S1008,29,Other Cities,No,No,2G+3G+4G,PTN Node Site,-,-,Platinum,PGS,2015-02-25,Non USF Sites,Not Shared,-,-,-,Yes,-,2022-06-21 00:00:00,0,0,0,0,200,0,0,300,0,120,90,90,98.33809967741935,98.43285714285712,98.89817204301075,97.26347877777779,98.58,98.53715411111111,98.45894544444445,98.12350225806449,99.11611111111112,98.5563762877624,98.12687762962963,98.56618627120669,98.65161290322577,98.4052878888889,98.30963107526883,98.08774193548385,98.44533333333335,97.96666666666665,98.00666666666666,97.65333333333332,97.71666666666665,98.17333333333333,98.36,97.71333333333332,97.73333333333333,98.04333333333334,98.24333333333334,97.89666666666666,98.52666666666666,98.68,98.17333333333333,98.39666666666666,97.97666666666667,97.78333333333335,98.39666666666666,99.21333333333332,99.17,98.44666666666667,98.21666666666665
60259,South-1,salman.amin,imran_warsi_c1,S1001,0,Baldia,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2015-03-03,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,97.38200569892474,99.35555797619051,99.87019096774193,98.89630177777778,98.76160225806451,98.786781,99.27226644444441,97.86090720430106,99.34575066666666,98.86925154761907,98.81489501194744,98.82630810513739,98.83172043010754,98.35400011111113,98.73293892473117,96.28314913978494,95.42256166666667,98.85000000000001,98.58999999999999,98.64238999999999,97.99633999999999,79.92556333333333,98.92333333333333,98.74000000000001,99.02,98.60666666666667,79.56841333333334,98.92333333333333,98.69666666666667,99.15333333333332,98.91666666666667,81.72399,98.96999999999998,99.24333333333334,98.60333333333334,99.36333333333334,81.12495999999999,98.67333333333333,98.45333333333333
60350,South-1,salman.amin,MuhammadSaleem,S1006,0,Other Cities,No,Yes,2G+3G+4G,BTS,-,-,Platinum,PGS,2015-03-19,Non USF Sites,Not Shared,-,-,-,-,-,2022-06-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,97.83781096774193,98.31071428571431,98.84270623655914,98.15070811111109,97.51413935483869,98.66399999999999,97.74909523809525,94.11288873563218,96.26817022222225,98.33041049667179,98.10961582198325,96.04338473198322,98.34201247311829,96.98565255555556,98.05096774193547,97.94525967741936,97.88133333333334,98.31666666666666,97.97333333333334,97.99666666666667,97.19333333333333,98.24000000000001,98.74000000000001,97.90666666666668,97.78333333333335,98.08971666666666,97.82333333333334,97.64999999999999,97.31,98.32666666666667,97.84333333333332,97.81,98.13333333333333,97.48666666666666,97.62333333333333,97.70333333333333,98.3,98.00666666666666,97.58
60390,South-1,salman.amin,Noman.Baig,S1006,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Strategic,PGS,2015-03-24,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,98.9613589247312,99.48534607142857,100,99.94815877777778,98.27470150537634,99.59267922222222,99.86605535714286,99.75885149425288,100,99.48223499871993,99.27184650179213,99.87496895046525,100,99.94149666666667,90.62699376344088,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
60209,South-1,aqib.rasheed,samar_abbass_c1,S1011,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2015-03-24,Non USF Sites,Not Shared,-,-,-,-,-,2024-06-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,98.46269290322579,99.2023569047619,99.70276688172042,99.32152955555557,99.03947645161291,98.6210352222222,95.79882247311828,98.13480677419356,96.923829,99.12260556323604,98.99401374313022,96.95248608243729,98.91738956989246,98.65740811111114,98.37621010752687,97.12147741935485,97.31824233333334,98.41333333333334,98.73333333333333,98.36333333333334,98.69666666666667,98.77333333333333,98.47666666666667,98.78000000000002,98.66333333333334,98.62333333333333,99.28000000000002,98.73666666666666,98.95666666666666,98.54,98.82333333333334,98.29333333333334,98.34333333333332,98.58333333333333,85.14909,98.74333333333334,99.11,98.82333333333334,98.77333333333333
2295,South-1,Moiz.Hussain,asim_zafar_c1,S1009,0,DHA,No,Yes,2G+3G+4G,BTS,-,-,Silver,SB,2015-03-24,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,91.21545462365592,87.9975829761905,92.75341408602151,89.78873600000001,96.11476021505376,95.44113611111112,96.00492881720433,93.94133451612903,96.91593266666668,90.65548389528931,93.78154410872163,95.62073200000002,83.37423903225809,94.43637022222222,96.41551344086022,96.76973731182795,96.36923533333334,96.43735333333332,96.35000000000001,97.51333333333334,96.72333333333334,97.70969000000001,96.97333333333334,96.58333333333333,96.69626999999998,96.57,97.71,96.40333333333332,97.63666666666666,96.79,98.82,97.69,83.60568666666666,96.61333333333334,97.76333333333334,99.31,98.42,98.38333333333333,96.29666666666667
1215,South-3,syed.ehsanullah,basita_s3,S3006,0,Quetta,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2015-03-24,Non USF Sites,Not Shared,-,-,-,-,-,2024-07-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,96.70835225806452,98.38523738095238,98.33919540229883,97.92765733333334,97.4921794623656,94.760757,88.87800264367817,98.16197752688173,98.17705933333337,97.81092834710523,96.72686459856631,95.07234650129776,99.41845688172043,99.16448288888887,98.7626794623656,99.21591397849464,99.638,100,98.99000000000001,99.02,99.06333333333333,99.24666666666667,99.55,99.29333333333334,99.26666666666667,98.98666666666666,99,99.44,100,100,100,100,100,100,99.35666666666667,99.42,100,99.14999999999999,98.45333333333333
60280,South-4,Safeel.Ahmed,Amir.Jatoie,S4006,0,Dadu,No,No,2G+3G+4G,BTS,-,-,Gold,PGS,2015-03-25,Non USF Sites,Shared as Guest,Deodar,DDU5955,-,-,-,2024-08-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,78.49008731182795,70.28719845238095,70.68419397849463,65.71444322222222,73.64192548387098,75.32555822222226,82.06441892857141,81.27973700000003,78.22759149999999,73.15382658090118,71.56064230943848,80.52391580952381,81.10593129032257,87.17761111111112,95.43449795698923,92.53775301075265,98.307,96.25613333333332,96.71413333333334,94.08645333333334,98,97.68333333333334,98.21333333333332,98.40333333333335,85.90664,77.86491333333333,82.66029,96.39945333333333,94.14859000000001,98.14999999999999,97.79,97.90333333333335,98.74333333333333,98.39333333333333,98.05999999999999,98.33999999999999,98.32,98.53333333333332,98.83666666666666
60158,South-2,Babar.Khan,zeeshan.shaikh_s2,S2009,0,Sajawal,No,No,2G+3G+4G,BTS,-,-,Gold,PGS,2015-03-26,Non USF Sites,Shared as Guest,Deodar,GLR6721,-,-,-,2024-06-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,34.704341075268815,45.409132500000005,70.5641924731183,59.27267177777778,69.1843240860215,69.37573755555556,35.166999195402305,55.6102826111111,38.84631811111112,50.2258886827957,65.94424447311827,43.20786663920817,49.83040075268816,86.55763966666667,97.79456258064516,97.58608849462368,78.95421933333334,92.77991666666667,93.75,93.24333333333334,93.24333333333334,93.19,93.57666666666667,95.74666666666667,98.72777333333333,99.22197666666666,98.64482333333335,98.54333333333334,99.01938333333334,99.57333333333334,99.08333333333333,98.89,99.30666666666667,84.21756333333333,65.03929,66.32830666666666,60.80308333333334,68.68103666666667,47.619580000000006
60238,South-1,Aman.Siddiqui,Zuhair.Ali,S1006,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2015-03-30,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,97.82126645161287,99.23089095238096,97.28022623655913,92.3605722222222,83.67672956989247,90.92662244444446,94.55139333333332,99.41879770114943,97.35887766666666,98.11079454685098,88.98797474551971,97.10968956704981,99.29818172043011,97.31042033333338,88.43228161290324,98.40224268817202,99.21714233333331,99.33,99.31333333333333,99.38666666666666,99.37,84.78267333333334,99.50333333333333,96.83148666666666,99.35666666666667,99.32,99.34333333333332,99.33333333333333,99.43333333333334,99.62333333333333,99.45666666666666,99.46333333333332,99.39666666666666,99.28000000000002,99.35333333333334,99.42666666666666,99.42666666666666,97.35475666666667,99.39
60086,South-1,salman.amin,MuhammadSaleem,S1006,0,Other Cities,No,Yes,2G+3G+4G,BTS,-,-,Strategic,PGS,2015-03-30,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,100,100,99.95883333333335,99.91853214285713,99.78873505747126,99.95295111111112,,99.98627777777779,99.8867394371465,99.90447838709676,99.85414466666664,99.88298075268816,99.50297397849462,99.94803866666666,100,87.29185333333334,100,100,99.88428666666668,100,99.69711666666667,100,99.27718666666665,99.45755000000001,99.72239666666667,100,100,99.79980333333333,100,100,100,100,100,99.86121333333334,99.81936999999999,100
60248,South-1,Aman.Siddiqui,Amir.Pirzada,S1008,0,Other Cities,No,Yes,2G+3G+4G,BTS,-,-,Platinum,PGS,2015-04-03,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,97.98045784946237,97.6157875,99.05885784946237,98.55843555555556,99.41282451612904,97.2377411111111,94.8460432142857,93.23275999999998,76.23167399999998,98.21836773297491,98.40300039426523,88.1034924047619,96.00465903225806,97.2062202222222,91.32000655913978,77.13157698924732,47.58047633333334,79.09985666666667,75.66986333333334,71.33624666666667,62.761783333333334,68.23352666666666,66.87835333333334,68.01453333333335,71.68287333333333,73.43529333333333,74.02913333333333,74.41552,78.52734666666667,72.55793,78.72733333333333,72.89769666666666,67.33214666666667,63.64528333333333,40.26222,0,0,35.26794666666667,45.11420666666667
60349,South-1,aqib.rasheed,samar_abbass_c1,S1011,0,Other Cities,No,Yes,2G+3G+4G,BTS,-,-,Platinum,PGS,2015-04-08,Non USF Sites,Not Shared,-,-,-,-,-,2023-06-19 00:00:00,0,0,0,0,0,0,0,0,0,90,0,0,91.17008204301075,90.88790928571427,96.462811827957,89.40953277777778,80.68819623655914,78.38025855555556,85.58557034482759,68.10657236559142,75.1336361111111,92.840267718894,82.82599585663083,76.2752596071767,84.25060021505375,97.16583377777778,99.44168408602151,97.63750494623659,98.95367966666667,99.58171333333333,99.86274666666667,86.79248,97.83071666666667,100,99.74479000000001,100,100,100,100,99.09908,98.49436000000001,96.89490666666666,100,99.16755333333333,98.69963333333334,98.62423333333334,100,99.33175333333332,98.81606,98.95393000000001,99.04872666666667
60085,South-1,aqib.rasheed,MuhammadTanveeruddin,S1009,0,Other Cities,No,Yes,2G+3G,BTS,-,-,Strategic,PGS,2015-04-16,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,99.86681032258065,99.99416196428571,99.76338806451614,99.65208750000001,99.9806335483871,98.66788766666667,99.8294541935484,93.57781000000001,96.726758,99.87478678379416,99.43353623835127,96.71134073118282,98.96395532258065,90.68494966666667,99.99824677419355,99.11268758064517,98.85990050000001,100,100,100,100,91.250195,99.998535,100,100,81.6095,100,100,100,100,88.722655,100,100,99.937955,100,99.938395,100,100,100
574,South-1,Aman.Siddiqui,tauqeer_c1,S1008,0,Other Cities,No,No,2G+3G+4G,BTS,-,-,Gold,PGS,2015-04-16,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,43.33807397849464,35.02639523809524,65.88360849462364,57.506006722222224,54.05956107526881,63.964476499999975,58.284366904761896,54.982128505747134,93.53493333333334,48.082692570404504,58.51001476583034,68.9338095812808,97.70912107526881,95.5127948888889,98.85105225806451,95.36207870967742,91.157051,71.43660999999999,95.08705333333334,100,100,100,100,100,73.10621333333334,76.92442999999999,100,100,100,100,100,60.942280000000004,64.72492666666666,96.42583666666667,100,100,100,89.47746666666667,100
3922,South-4,Kashif.Arbani,hamza_s4,S4005,0,Kambar Ali Khan_Rural,No,No,2G+3G+4G,BTS,-,-,Bronze,SB,2015-04-20,Non USF Sites,Not Shared,-,-,2026-04-26 00:00:00,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012903225806451613,0,0,-,-,0.0,0.00043010752688172043,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2972,South-3,syed.ehsanullah,Amjadm,S3001,0,USF 02,No,No,2G,VSAT,-,-,Bronze,SB,2015-04-21,USF,Not Shared,-,-,Permanent Ticket,-,Yes,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
401,South-2,muhammad.aamir,rehan.jamshaid,S2010,3,Tando Allah yar,No,No,2G+3G+4G,Minor Hub,-,-,Gold,PGS,2015-04-21,Non USF Sites,Not Shared,-,-,-,-,-,2023-05-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,91.99992247311829,91.57144369047622,94.18592075268818,96.10320633333332,95.50309139784947,94.53821633333331,91.91682822222222,93.38390322580646,92.066734,92.58576230542756,95.38150468817203,92.45582181600956,95.49102,79.53537477777778,68.2851369892473,96.09874139784947,97.16869333333334,95.2,96.13666666666666,95.89288666666666,98.37333333333333,98.38666666666666,98.45,98.09333333333332,98.54666666666667,98.5,98.47666666666667,98.07333333333334,97.28000000000002,97.36,97.45333333333333,98,98.39999999999999,98.65666666666668,98.39999999999999,97.71666666666665,97.68333333333334,97.42666666666666,90.59026666666666
60035,South-3,jahanzaib.shah,Abdulnabi_s3,S3002,1,Kuchlack,No,No,2G+3G+4G,Minor Hub,-,-,Platinum,PGS,2015-04-29,Non USF Sites,Not Shared,-,-,-,Yes,Yes,-,0,1360,800,1894,1130,1610,1500,1360,970,950,1050,810,81.64683924731183,85.00532261904763,87.26604355555557,92.96685133333334,96.63130236559142,97.45307300000003,94.38241413793105,98.13241661290323,95.39323377777777,84.639401807305,95.68374223297492,95.96935484287069,93.01835311827959,96.53457944444442,97.36823053763443,98.18875290322579,99.64299999999999,100,99.01333333333334,99.46999999999998,99,98.18990000000001,99.30333333333333,99.73333333333333,93.58897999999999,99.32666666666667,99.05,99.10000000000001,100,100,100,100,100,100,99.16000000000001,99.29666666666667,100,99.41666666666667,98.55666666666667
60375,South-2,muhammad.aamir,gul.baloch,S2010,0,Mirpurkhas,No,No,2G+3G+4G,BTS,-,Yes,Platinum,PGS,2015-04-30,Non USF Sites,Not Shared,-,-,-,-,-,2024-05-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,92.73864967741935,96.39813642857145,95.40243870967741,89.51428444444446,85.39199849462365,94.3574566111111,96.01146548387096,74.4848129032258,79.35124922222225,94.8464082718894,89.75457985005973,83.28250920310633,89.17324666666669,95.20975700000002,87.16750666666668,89.92674150537636,95.68728933333333,88.70136333333335,88.44729333333333,93.88537666666666,63.25050666666666,99.24333333333334,85.16303,98.73666666666666,98.27330666666666,98.8,98.34607,82.53732666666667,96.10341,99.25317333333334,98.83173,95.67741333333333,98.46251333333333,92.90389666666665,87.60002333333334,98.39697666666666,100,98.90333333333332,86.84383333333334
60355,South-4,Safeel.Ahmed,Amir.Jatoie,S4006,0,Dadu,No,No,2G+3G+4G,BTS,-,-,Platinum,PGS,2015-04-30,Non USF Sites,Not Shared,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,70.93310182795697,68.60238964285713,62.437818817204295,85.13539066666665,78.41805505376347,77.38946666666668,78.49195714285715,80.39269355555555,84.86143133333331,67.3244367626728,80.31430412903227,81.24869401058201,97.83463849462365,96.96791788888888,85.88970763440858,80.13934580645162,95.52264699999999,99.06,95.69970666666666,89.68433333333333,96.30605333333334,98.79666666666667,90.68178333333333,95.13604333333335,90.05640999999999,86.60395333333334,42.77811666666667,96.65283,98.52848999999999,98.86666666666667,97.16428333333333,96.47253333333333,97.35687,98.16096,99.07666666666667,97.09768333333334,72.71317,99.11333333333334,99.20430333333333
60523,South-3,syed.ehsanullah,amanu_s3,S3006,0,Quetta,No,No,3G+4G,BTS,-,-,Gold,PGS,2017-05-31,Non USF Sites,Shared as Host,Ufone,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,62.88758064516128,58.81678571428571,82.95896551724138,78.51233333333333,76.27435483870967,73.71266666666666,74.2351724137931,75.75193548387095,78.67566666666669,68.22111062556279,76.16645161290323,76.22092485477691,84.76161290322582,94.36466666666668,91.448064516129,95.81612903225809,96.10249999999999,100,97.045,97.62,91.225,97.965,97.655,87.85,78.92,97.59,97.60499999999999,98.065,100,100,100,77.54,100,100,98.21000000000001,97.525,100,97.99000000000001,89.76
2825,South-3,jahanzaib.shah,mustafagm_s3,S3007,0,Dera Murad Jamali,No,No,2G+3G+4G,BTS,-,-,Gold,PGS,2015-04-30,Non USF Sites,Not Shared,-,-,-,-,-,2024-05-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,43.537640752688155,52.71393273809523,40.73695516129034,43.910008222222224,42.82711516129032,48.087589777777794,65.66691005376344,81.95330467741937,78.35112416666665,45.66284288402458,44.94157105376345,75.32377963261649,81.08825043010754,80.15033455555552,77.22969924731186,74.98654408602151,79.27561633333332,76.54099333333333,77.53604333333334,75.75094,78.30346333333333,78.03600666666667,78.79428333333334,81.38309,82.62930999999999,77.27793333333334,78.05607333333333,77.79623,83.39498,83.63586000000001,65.78320000000001,83.63595000000001,83.63604000000001,83.63459499999999,78.81476333333333,76.41634333333333,79.633435,78.93498333333334,78.63099333333334
